index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
329,577770,2765,27,38,1,0,1,0,0,0,0,0,2000,2000,1,0,1,0
330,347400,1684,-28,-22,2,0,1,1,0,0,0,0,31000,30000,1,0,1,0
331,72370,581,-79,-70,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,59210,440,-82,-76,1,0,1,0,0,0,0,0,2000,2000,1,0,0,0
333,42560,379,-73,-57,1,0,1,0,0,0,0,0,4000,4000,0,0,0,0
334,268170,1352,-41,-35,1,1,0,0,0,0,0,0,400,400,0,0,1,0
335,632800,2959,39,41,2,0,1,1,0,0,0,0,25000,20000,1,0,1,0
336,332180,1890,-33,-16,1,0,1,0,0,0,0,0,1000,1000,1,0,1,0
337,172250,1250,-43,-50,2,0,1,1,0,0,0,0,73000,70000,1,0,1,0
338,256850,1650,-11,-31,4,4,0,0,0,0,0,0,1800,700,1,0,1,0
339,199030,1255,-30,-45,2,2,0,0,0,0,0,0,700,400,1,0,1,0
340,192650,1185,-8,-14,4,2,1,1,0,0,0,0,27100,20000,1,0,1,0
341,320110,1844,54,35,2,1,0,1,0,0,0,0,20600,20000,1,0,1,0
342,233800,1315,7,-7,3,2,0,1,0,0,0,0,20700,20000,1,0,1,0
343,206610,1421,-7,1,2,1,1,0,0,0,0,0,4200,4000,1,0,1,0
344,244480,1576,11,12,3,2,0,1,0,0,0,0,51200,50000,1,0,1,0
345,430310,1955,92,37,2,1,1,0,0,0,0,0,1200,1000,1,0,1,0
346,311200,1147,-38,-62,3,1,2,0,0,0,0,0,14400,9000,1,0,1,0
347,478520,1493,-1,-47,4,3,1,0,0,0,0,0,4300,3000,0,0,1,0
348,65250,450,-74,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,379670,1456,-21,-45,2,0,0,2,0,0,0,0,40000,20000,1,0,1,0
350,887140,3327,128,144,5,3,2,0,0,0,0,0,6200,2000,1,1,1,1
351,690550,3915,28,29,3,1,1,1,0,0,0,0,34400,30000,1,1,1,0
352,397280,1630,-29,-48,3,1,1,1,0,0,0,0,31300,30000,1,1,1,0
353,609620,2344,11,-22,2,2,0,0,0,0,0,0,900,500,1,0,1,0
354,136810,746,-41,-47,1,0,0,1,0,0,0,0,40000,40000,1,0,0,0
355,358490,1231,-36,-58,1,1,0,0,0,0,0,0,400,400,1,0,1,0
356,581540,2102,7,-23,2,1,1,0,0,0,0,0,6500,6000,1,0,1,0
357,545470,1894,-1,-29,4,1,1,2,0,0,0,0,53600,30000,1,0,1,0
358,102550,731,-53,-45,0,0,0,0,0,0,0,0,0,0,1,0,0,0
359,66800,441,-34,-31,0,0,0,0,0,0,0,0,0,0,1,1,0,0
360,67210,420,-31,-32,1,0,1,0,0,0,0,0,4000,4000,0,1,0,0
361,532290,2055,-4,-19,2,0,2,0,0,0,0,0,4000,2000,0,1,1,0
362,511560,2205,-9,-10,5,2,3,0,0,0,0,0,9700,5000,0,1,1,0
363,546980,2212,-3,-7,1,1,0,0,0,0,0,0,100,100,0,1,1,0
364,155980,742,65,24,1,0,0,1,0,0,0,0,20000,20000,1,0,0,0
365,12340,125,-88,-79,1,1,0,0,0,0,0,0,400,400,1,0,0,0
366,5920,82,-94,-85,0,0,0,0,0,0,0,0,0,0,1,0,0,0
367,4150,67,-95,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,10420,62,-85,-86,1,0,1,0,0,0,0,0,1000,1000,0,0,0,0
369,2970,50,-95,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,4230,48,-92,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,3210,47,-93,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,3550,38,-89,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3170,36,-88,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,4490,35,-78,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,8790,53,-91,-91,1,0,1,0,0,0,0,0,3000,3000,0,0,0,0
376,55730,387,-89,-87,3,2,1,0,0,0,0,0,9600,8000,0,0,1,0
377,94740,732,-79,-73,3,2,0,1,0,0,0,0,21000,20000,1,0,1,0
378,91510,768,-78,-69,3,2,1,0,0,0,0,0,5900,5000,1,0,1,0
379,92450,777,15,24,4,1,2,1,0,0,0,0,27600,10000,1,0,1,0
380,189840,1276,-50,-45,6,1,5,0,0,0,0,0,17900,7000,0,0,1,0
381,108010,889,-70,-60,4,1,2,1,0,0,0,0,41200,30000,1,0,1,0
382,71660,532,-78,-74,2,1,1,0,0,0,0,0,2800,2000,1,0,1,0
383,122850,886,-58,-52,3,2,1,0,0,0,0,0,6900,6000,1,0,1,0
384,110510,708,-58,-58,4,2,1,1,0,0,0,0,44200,40000,1,0,1,0
385,91420,774,-61,-49,4,1,3,0,0,0,0,0,12700,9000,1,0,1,0
386,151660,900,-25,-33,7,2,3,2,0,0,0,0,67700,30000,1,0,1,0
387,103140,762,-42,-35,3,1,2,0,0,0,0,0,7500,5000,1,0,1,0
388,76560,586,-47,-41,5,1,4,0,0,0,0,0,9500,4000,1,0,1,0
389,122640,979,10,21,6,4,2,0,0,0,0,0,9200,6000,0,0,1,0
390,176830,1297,54,56,5,2,2,1,0,0,0,0,36200,30000,1,1,1,0
391,122410,902,8,9,3,2,1,0,0,0,0,0,3600,3000,1,1,1,0
392,184710,1482,61,78,9,1,7,1,0,0,0,0,49800,30000,1,1,1,0
393,80040,751,-37,-19,2,1,1,0,0,0,0,0,1600,1000,1,1,1,0
394,18900,208,-81,-67,1,0,1,0,0,0,0,0,3000,3000,1,2,0,0
395,11350,94,-87,-84,0,0,0,0,0,0,0,0,0,0,0,2,0,0
396,10490,93,-87,-82,1,0,1,0,0,0,0,0,3000,3000,0,2,0,0
397,83180,744,-32,-19,3,1,2,0,0,0,0,0,14600,9000,0,2,1,0
398,127770,1141,7,24,4,2,1,1,0,0,0,0,44400,40000,1,1,1,0
399,108260,891,-12,-7,5,3,2,0,0,0,0,0,6000,3000,1,1,1,0
400,19520,211,-2,6,2,1,1,0,0,0,0,0,3200,3000,1,0,1,0
401,47980,382,-26,-32,3,1,1,1,0,0,0,0,38600,30000,1,0,1,0
402,54050,373,-14,-31,3,1,2,0,0,0,0,0,9400,6000,1,0,1,0
403,38180,322,-6,0,3,1,2,0,0,0,0,0,11500,8000,1,0,1,0
404,68970,624,71,94,5,2,2,1,0,0,0,0,34400,20000,1,1,1,0
405,29400,331,-32,-6,2,0,1,1,0,0,0,0,22000,20000,1,1,1,0
406,36100,285,-14,-19,6,3,3,0,0,0,0,0,14300,9000,1,1,1,0
407,45170,557,9,59,3,2,0,1,0,0,0,0,70700,70000,1,0,1,0
408,38010,410,-10,10,1,0,1,0,0,0,0,0,1000,1000,1,0,1,0
409,22090,174,-47,-54,4,1,3,0,0,0,0,0,8800,5000,1,0,1,0
410,34600,389,-13,6,4,0,4,0,0,0,0,0,15000,8000,0,0,1,0
411,22860,313,-42,-16,6,1,3,2,0,0,0,0,70500,50000,1,0,1,0
412,25940,233,-31,-37,5,1,4,0,0,0,0,0,15400,7000,1,0,1,0
413,45670,382,26,5,5,1,4,0,0,0,0,0,10800,5000,1,0,1,0
414,26190,246,-29,-33,3,2,0,1,0,0,0,0,20500,20000,1,0,1,0
415,21970,183,-33,-45,5,3,2,0,0,0,0,0,11500,9000,1,0,1,0
416,19120,194,-40,-39,3,1,2,0,0,0,0,0,9300,6000,1,0,1,0
417,5180,73,-74,-51,1,1,0,0,0,0,0,0,400,400,0,0,0,0
418,17660,224,-41,-27,5,2,3,0,0,0,0,0,9900,4000,0,1,1,0
419,44020,528,61,92,7,3,3,1,0,0,0,0,25100,20000,1,1,1,0
420,54610,527,95,84,6,1,5,0,0,0,0,0,14700,4000,1,1,1,0
421,29410,345,-6,7,7,1,3,3,0,0,0,0,114400,70000,1,1,1,0
422,60390,622,96,96,9,4,4,1,0,0,0,0,40600,20000,1,1,1,0
423,52990,483,54,39,5,3,0,2,0,0,0,0,71300,50000,1,0,1,0
424,39330,409,6,10,6,4,2,0,0,0,0,0,8200,6000,1,1,1,0
425,46810,552,28,47,3,1,1,1,0,0,0,0,27500,20000,1,1,1,0
426,59300,690,53,70,6,1,5,0,0,0,0,0,25700,8000,1,1,1,0
427,10370,134,-44,-6,3,1,2,0,0,0,0,0,6300,4000,1,1,0,0
428,47500,668,12,46,8,4,2,2,0,0,0,0,97100,50000,1,1,1,0
429,46430,737,3,46,4,2,2,0,0,0,0,0,15000,9000,1,1,1,0
430,34960,565,-27,2,5,1,4,0,0,0,0,0,14200,7000,1,1,1,0
431,20340,271,16,93,2,0,1,0,1,0,0,0,202000,200000,1,1,0,0
432,4930,109,-59,-31,1,0,1,0,0,0,0,0,5000,5000,0,1,0,0
433,61770,1062,31,90,6,2,4,0,0,0,0,0,10800,6000,0,1,1,0
434,73420,1202,53,96,5,2,2,1,0,0,0,0,30200,20000,1,0,1,0
435,38170,784,-27,12,3,1,2,0,0,0,0,0,3500,2000,1,0,1,0
436,5500,152,-51,-1,2,1,0,0,0,0,0,0,250,200,1,0,0,0
437,4630,89,-56,-42,1,0,0,0,0,0,0,0,50,50,0,0,0,0
438,3250,68,-67,-54,1,0,0,1,0,0,0,0,30000,30000,1,0,0,0
439,30460,457,-39,-36,3,2,0,1,0,0,0,0,70600,70000,1,0,1,0
440,28300,569,-41,-20,1,0,1,0,0,0,0,0,8000,8000,1,0,1,0
441,15500,255,72,86,1,0,1,0,0,0,0,0,2000,2000,1,1,0,0
442,19320,320,106,118,2,1,1,0,0,0,0,0,2300,2000,0,1,0,1
443,59380,949,27,30,5,2,2,1,0,0,0,0,26600,20000,1,1,1,0
444,39700,805,-17,5,3,1,2,0,0,0,0,0,8700,5000,1,1,1,0
445,61140,306,22,-69,8,5,2,1,0,0,0,0,89400,80000,1,1,1,0
446,93190,439,82,-53,4,1,2,1,0,0,0,0,81400,70000,1,1,1,0
447,108750,384,96,-56,4,2,2,0,0,0,0,0,6200,3000,1,1,1,0
448,73820,322,-16,-14,8,3,3,2,0,0,0,0,52700,30000,1,1,1,0
449,102380,508,19,37,8,4,4,0,0,0,0,0,13400,8000,1,1,1,0
450,88360,443,1,15,4,2,2,0,0,0,0,0,6300,4000,1,1,1,0
451,56810,285,-35,-27,5,2,3,0,0,0,0,0,6100,2000,0,0,1,0
452,106610,546,26,43,6,2,4,0,0,0,0,0,20800,7000,0,0,1,0
453,61710,376,-29,-6,4,1,2,1,0,0,0,0,22900,10000,0,0,1,0
454,53900,320,-36,-20,2,0,2,0,0,0,0,0,4000,2000,0,0,1,0
455,66680,430,-17,9,2,1,1,0,0,0,0,0,5400,5000,0,0,1,0
456,43660,281,-44,-29,1,1,0,0,0,0,0,0,700,700,0,0,1,0
457,11730,59,-53,-88,1,1,0,0,0,0,0,0,300,300,0,0,0,0
458,6530,38,-72,-92,1,1,0,0,0,0,0,0,100,100,0,0,0,0
459,9280,43,-57,-90,1,0,1,0,0,0,0,0,2000,2000,0,0,0,0
460,86740,486,17,25,2,0,2,0,0,0,0,0,9000,7000,0,0,1,0
461,92380,514,25,29,6,5,1,0,0,0,0,0,4300,2000,0,0,1,0
462,52780,350,-30,-16,1,1,0,0,0,0,0,0,200,200,0,0,1,0
463,56830,394,-20,-2,5,2,3,0,0,0,0,0,10500,5000,0,0,1,0
464,80210,525,18,32,3,1,2,0,0,0,0,0,2700,1000,0,0,1,0
465,78430,455,12,8,5,1,3,0,1,0,0,0,207900,200000,0,0,1,0
466,47370,296,-30,-28,4,2,2,0,0,0,0,0,8800,7000,0,0,1,0
467,73180,488,11,20,5,3,2,0,0,0,0,0,9600,6000,0,1,1,0
468,104410,631,54,50,3,2,1,0,0,0,0,0,1600,1000,0,1,1,0
469,8190,64,-11,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,3410,33,-62,-32,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,1860,33,-78,-30,1,0,1,0,0,0,0,0,4000,4000,0,1,0,0
472,31620,208,-64,-45,2,1,0,1,0,0,0,0,40400,40000,1,1,1,0
473,81600,628,-1,75,6,3,2,1,0,0,0,0,44000,40000,1,1,1,0
474,42390,356,-48,-7,3,1,2,0,0,0,0,0,6600,3000,1,1,1,0
475,36400,303,-53,-21,2,1,1,0,0,0,0,0,1400,1000,1,0,1,0
476,69070,505,-4,35,5,3,2,0,0,0,0,0,5700,2000,0,0,1,0
477,40420,269,-42,-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0
478,11390,89,47,94,1,1,0,0,0,0,0,0,300,300,0,0,0,0
479,5550,44,-31,-12,2,1,1,0,0,0,0,0,4300,4000,0,0,0,0
480,7040,37,-8,-26,2,1,1,0,0,0,0,0,5500,5000,0,0,0,0
481,39050,305,-40,-19,3,3,0,0,0,0,0,0,2000,700,0,0,1,0
482,55530,438,-8,18,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
483,53390,432,-7,15,2,1,1,0,0,0,0,0,3200,3000,0,0,1,0
484,37270,293,-31,-23,3,1,2,0,0,0,0,0,6200,4000,0,0,1,0
485,53170,461,9,23,5,2,3,0,0,0,0,0,4800,2000,0,0,1,0
486,42280,375,-17,-6,5,3,2,0,0,0,0,0,12100,7000,0,0,1,0
487,27980,243,-40,-35,6,3,3,0,0,0,0,0,7000,3000,0,0,1,0
488,60200,449,32,24,5,3,2,0,0,0,0,0,9200,5000,0,0,1,0
489,64290,495,34,31,3,1,2,0,0,0,0,0,5100,4000,0,0,1,0
490,33310,274,-30,-27,6,3,3,0,0,0,0,0,6800,3000,0,0,1,0
491,60420,537,30,43,2,1,1,0,0,0,0,0,4500,4000,0,0,1,0
492,49430,434,1,9,2,2,0,0,0,0,0,0,1500,800,0,0,1,0
493,20380,162,-58,-59,2,1,1,0,0,0,0,0,4700,4000,0,0,1,0
494,87140,680,94,83,4,2,1,1,0,0,0,0,27100,20000,1,0,1,0
495,24490,237,-51,-42,3,3,0,0,0,0,0,0,1000,500,1,0,1,0
496,6140,60,-17,23,1,1,0,0,0,0,0,0,400,400,1,1,0,0
497,2190,29,-69,-42,1,1,0,0,0,0,0,0,200,200,0,1,0,0
498,3020,29,-53,-40,0,0,0,0,0,0,0,0,0,0,0,1,0,0
499,1630,26,-72,-44,1,1,0,0,0,0,0,0,800,800,0,1,0,0
500,2560,38,-49,-14,2,1,1,0,0,0,0,0,1300,1000,0,1,0,0
501,3510,27,-22,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,7570,69,69,67,1,0,1,0,0,0,0,0,5000,5000,0,0,0,0
503,45330,485,-4,25,3,0,2,0,1,0,0,0,402000,400000,1,0,1,0
504,32690,380,-31,-5,2,2,0,0,0,0,0,0,1100,700,0,1,1,0
505,26800,306,-44,-26,1,0,0,1,0,0,0,0,10000,10000,0,1,1,0
506,48250,573,9,44,3,1,2,0,0,0,0,0,12600,8000,0,1,1,0
507,6790,67,34,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0
508,27890,276,-72,-72,6,3,3,0,0,0,0,0,9800,6000,0,1,1,0
509,54820,585,-41,-37,3,1,2,0,0,0,0,0,5600,3000,0,1,1,0
510,37840,468,-57,-47,2,2,0,0,0,0,0,0,1200,600,0,1,1,0
511,31510,323,-22,-27,4,3,1,0,0,0,0,0,2700,2000,0,1,1,0
512,36400,411,-7,-5,2,1,1,0,0,0,0,0,8700,8000,0,0,1,0
513,9470,79,-81,-84,1,0,1,0,0,0,0,0,2000,2000,0,0,0,0
514,29340,294,-25,-31,3,3,0,0,0,0,0,0,1400,600,0,0,1,0
515,44960,643,19,56,4,1,3,0,0,0,0,0,14400,9000,0,0,1,0
516,28500,337,-26,-22,1,1,0,0,0,0,0,0,400,400,0,0,1,0
517,31250,430,-16,2,3,0,3,0,0,0,0,0,4000,2000,0,0,1,0
518,33760,568,-7,35,3,1,1,1,0,0,0,0,81500,80000,1,0,1,0
519,25400,398,-29,-8,2,0,2,0,0,0,0,0,6000,4000,1,0,1,0
520,32500,474,-5,10,1,1,0,0,0,0,0,0,700,700,1,0,1,0
521,12580,120,-73,-74,1,1,0,0,0,0,0,0,600,600,0,1,0,0
522,8060,57,-81,-86,1,0,1,0,0,0,0,0,3000,3000,0,1,0,0
523,20160,262,-40,-39,3,3,0,0,0,0,0,0,1600,800,0,1,1,0
524,36020,487,15,18,1,1,0,0,0,0,0,0,400,400,0,0,1,0
525,26550,330,-17,-23,2,1,1,0,0,0,0,0,1700,1000,0,0,1,0
526,15460,208,-50,-51,1,0,1,0,0,0,0,0,4000,4000,0,0,1,0
527,23630,294,-20,-29,3,3,0,0,0,0,0,0,1800,900,0,0,1,0
528,32130,427,18,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
529,28570,336,3,-13,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
530,37640,596,37,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,42930,341,54,-11,5,2,3,0,0,0,0,0,6200,3000,0,1,1,0
532,14990,185,-49,-51,2,1,1,0,0,0,0,0,4500,4000,0,1,1,0
533,45470,573,64,65,8,5,2,1,0,0,0,0,33600,20000,1,1,1,0
534,13740,218,-55,-42,0,0,0,0,0,0,0,0,0,0,1,1,1,0
535,17150,198,-39,-44,3,1,1,1,0,0,0,0,24200,20000,1,1,1,0
536,44600,591,64,75,1,0,1,0,0,0,0,0,2000,2000,1,0,1,0
537,40150,525,33,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0
538,17860,200,-44,-50,2,1,1,0,0,0,0,0,4200,4000,0,0,1,0
539,4190,43,-58,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1150,22,-88,-73,1,1,0,0,0,0,0,0,100,100,0,0,0,0
541,2020,18,-76,-76,1,1,0,0,0,0,0,0,400,400,0,0,0,0
542,1650,21,-79,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,6040,41,-13,-33,2,1,1,0,0,0,0,0,3300,3000,0,0,0,0
544,13690,147,-66,-67,2,1,1,0,0,0,0,0,3300,3000,0,0,1,0
545,54830,694,46,68,5,3,2,0,0,0,0,0,4000,1000,0,0,1,0
546,34280,460,-12,5,1,0,1,0,0,0,0,0,3000,3000,0,0,1,0
547,24970,325,-35,-26,2,0,2,0,0,0,0,0,4000,3000,0,0,1,0
548,46740,553,27,29,6,3,3,0,0,0,0,0,5800,2000,0,0,1,0
549,23040,318,-39,-28,2,1,1,0,0,0,0,0,1300,1000,0,0,1,0
550,5380,90,-18,58,1,0,1,0,0,0,0,0,2000,2000,0,1,0,0
551,33540,570,-6,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0
552,39980,629,14,43,2,1,1,0,0,0,0,0,2800,2000,0,1,1,1
553,28520,483,-19,5,3,3,0,0,0,0,0,0,1700,700,0,1,1,1
554,92780,1256,173,172,5,2,2,1,0,0,0,0,23500,20000,1,1,1,1
555,60910,882,55,62,2,0,1,0,1,0,0,0,303000,300000,0,1,1,0
556,81410,441,-19,-56,3,2,1,0,0,0,0,0,10200,9000,0,1,1,0
557,150220,709,53,-25,2,0,1,1,0,0,0,0,23000,20000,0,1,1,0
558,109110,417,6,-54,2,2,0,0,0,0,0,0,1300,800,1,1,1,0
559,70490,330,-38,-37,6,1,5,0,0,0,0,0,10300,3000,1,1,1,0
560,83570,488,-24,-3,3,2,1,0,0,0,0,0,1800,1000,0,1,1,0
561,46580,260,-56,-48,1,0,1,0,0,0,0,0,2000,2000,0,1,1,0
562,6500,67,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,5310,49,-88,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,5770,45,-86,-89,1,0,1,0,0,0,0,0,2000,2000,0,0,0,0
565,54150,307,-46,-35,3,3,0,0,0,0,0,0,800,300,0,0,1,0
566,96070,537,3,19,3,1,1,1,0,0,0,0,49200,40000,1,0,1,0
567,40800,222,-56,-51,3,1,2,0,0,0,0,0,5800,3000,1,0,1,0
568,38070,220,-55,-48,2,1,1,0,0,0,0,0,7900,7000,1,0,1,0
569,69660,362,-10,-8,2,2,0,0,0,0,0,0,800,500,0,0,1,0
570,32310,194,-56,-49,4,1,2,1,0,0,0,0,28400,20000,1,0,1,0
571,39760,211,-38,-39,3,3,0,0,0,0,0,0,1600,900,1,0,1,0
572,74940,360,31,15,2,2,0,0,0,0,0,0,500,400,1,0,1,0
573,63950,297,11,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
574,54030,335,-3,13,6,3,3,0,0,0,0,0,13300,9000,0,0,1,0
575,44080,339,-22,11,2,1,1,0,0,0,0,0,3700,3000,0,0,1,0
576,33580,268,-39,-13,1,0,1,0,0,0,0,0,4000,4000,0,0,1,0
577,34980,296,-29,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578,40850,340,-16,18,2,2,0,0,0,0,0,0,400,200,0,0,1,0
579,4050,34,-31,-37,1,1,0,0,0,0,0,0,600,600,0,0,0,0
580,6320,32,11,-38,1,0,1,0,0,0,0,0,4000,4000,0,0,0,0
581,26130,220,-46,-27,2,1,1,0,0,0,0,0,2200,2000,0,0,1,0
582,34820,270,-22,-6,1,1,0,0,0,0,0,0,300,300,0,0,1,0
583,4410,76,-23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,3280,40,-41,-23,1,1,0,0,0,0,0,0,200,200,0,0,0,0
585,6070,46,14,-9,1,0,1,0,0,0,0,0,3000,3000,0,0,0,0
586,17660,140,-60,-52,1,1,0,0,0,0,0,0,900,900,0,0,1,0
587,21240,138,-50,-52,1,1,0,0,0,0,0,0,700,700,0,0,1,0
588,37710,233,2,-12,1,0,1,0,0,0,0,0,2000,2000,0,0,1,0
589,20250,157,-41,-39,4,3,1,0,0,0,0,0,2600,1000,0,0,1,0
590,43940,327,41,36,2,0,1,1,0,0,0,0,41000,40000,1,0,1,0
591,31770,231,2,-3,3,1,2,0,0,0,0,0,10400,8000,1,0,1,0
592,16450,141,-47,-40,3,2,1,0,0,0,0,0,3800,3000,1,0,1,0
593,29150,259,0,18,1,1,0,0,0,0,0,0,600,600,0,0,1,0
594,39660,325,42,54,5,2,2,1,0,0,0,0,34000,30000,1,0,1,0
595,19220,149,-34,-33,6,2,4,0,0,0,0,0,10700,5000,1,0,1,0
596,40200,334,45,59,1,1,0,0,0,0,0,0,900,900,1,0,1,0
597,47010,375,57,63,4,2,1,0,1,0,0,0,204400,200000,1,0,1,0
598,8610,79,-74,-69,1,0,1,0,0,0,0,0,5000,5000,1,0,1,0
599,27810,265,-6,11,1,1,0,0,0,0,0,0,500,500,1,0,1,0
600,36600,341,20,37,3,0,3,0,0,0,0,0,13000,7000,0,0,1,0
601,5640,58,6,17,1,0,1,0,0,0,0,0,5000,5000,0,0,0,0
602,27870,238,-6,-5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603,34150,346,17,38,2,1,1,0,0,0,0,0,6300,6000,0,0,1,0
604,3040,63,-43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2410,39,-52,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,3960,35,-14,-27,1,0,1,0,0,0,0,0,1000,1000,0,0,0,0
607,4420,60,-2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,49520,405,60,49,4,0,3,1,0,0,0,0,72000,60000,1,0,1,0
609,51910,495,57,73,0,0,0,0,0,0,0,0,0,0,1,1,1,1
610,13600,215,-60,-29,2,1,1,0,0,0,0,0,3600,3000,1,1,1,1
611,40140,417,19,35,6,2,4,0,0,0,0,0,11300,4000,0,1,1,0
612,31390,376,-7,18,2,0,2,0,0,0,0,0,6000,4000,0,1,1,0
613,11230,103,-65,-68,4,1,2,1,0,0,0,0,25200,20000,1,0,1,0
614,23200,264,-28,-18,3,2,0,1,0,0,0,0,40600,40000,1,0,1,0
615,26670,444,-17,39,0,0,0,0,0,0,0,0,0,0,1,0,1,0
616,26860,282,-46,-44,2,0,2,0,0,0,0,0,5000,3000,1,0,1,0
617,21760,250,-54,-48,2,2,0,0,0,0,0,0,600,400,0,0,1,0
618,17570,211,-61,-53,4,3,0,1,0,0,0,0,70800,70000,1,0,1,0
619,11800,133,-47,-46,2,1,1,0,0,0,0,0,3300,3000,1,0,1,0
620,40250,451,91,91,4,3,1,0,0,0,0,0,2900,2000,1,0,1,0
621,45180,370,98,44,4,2,2,0,0,0,0,0,5800,3000,0,0,1,0
622,25650,157,2,-42,4,1,3,0,0,0,0,0,16900,8000,0,0,1,0
623,48530,485,90,87,2,1,1,0,0,0,0,0,1300,1000,0,0,1,0
624,45350,469,14,21,4,1,3,0,0,0,0,0,6400,3000,0,0,1,0
625,31710,352,-20,-9,2,2,0,0,0,0,0,0,1000,500,0,1,1,0
626,4520,50,-82,-80,0,0,0,0,0,0,0,0,0,0,0,1,0,0
627,7400,47,-68,-80,1,0,1,0,0,0,0,0,3000,3000,0,1,0,0
628,20160,243,-47,-36,2,1,1,0,0,0,0,0,2700,2000,0,1,1,0
629,50890,602,42,69,2,1,0,1,0,0,0,0,70500,70000,1,1,1,0
630,40880,519,12,40,1,1,0,0,0,0,0,0,600,600,1,0,1,0
631,30430,308,-16,-19,2,1,1,0,0,0,0,0,4500,4000,1,0,1,0
632,71080,767,88,94,5,3,2,0,0,0,0,0,4600,2000,0,0,1,0
633,65490,735,60,72,3,0,2,1,0,0,0,0,72000,60000,1,0,1,0
634,31440,361,-27,-22,3,2,1,0,0,0,0,0,4600,4000,1,0,1,0
635,51660,626,19,29,1,1,0,0,0,0,0,0,500,500,1,0,1,0
636,45080,468,3,-6,3,2,1,0,0,0,0,0,2000,1000,0,0,1,0
637,48100,582,10,17,4,2,2,0,0,0,0,0,12100,7000,0,0,1,0
638,90330,913,98,75,4,2,2,0,0,0,0,0,14100,7000,0,0,1,0
639,50090,699,-5,19,3,1,2,0,0,0,0,0,12600,7000,0,0,1,0
640,36430,500,-31,-16,2,0,1,1,0,0,0,0,94000,90000,1,1,1,0
641,65150,952,25,60,4,3,1,0,0,0,0,0,4100,2000,1,1,1,0
642,40030,577,-28,-13,0,0,0,0,0,0,0,0,0,0,1,1,1,0
643,45170,579,-14,-10,1,0,1,0,0,0,0,0,2000,2000,0,1,1,0
644,93510,1375,86,120,3,2,1,0,0,0,0,0,5700,5000,0,1,1,1
645,59240,941,5,29,3,1,2,0,0,0,0,0,5200,3000,0,1,1,0
646,11130,126,-47,-40,3,1,2,0,0,0,0,0,4900,3000,0,1,0,0
647,2960,49,-62,-34,0,0,0,0,0,0,0,0,0,0,0,1,0,0
648,10520,72,46,1,1,0,1,0,0,0,0,0,5000,5000,0,1,0,0
649,44770,770,-22,2,1,0,1,0,0,0,0,0,1000,1000,0,1,1,0
650,79790,1419,39,80,3,2,0,1,0,0,0,0,21200,20000,1,0,1,0
651,58160,897,-4,3,3,2,1,0,0,0,0,0,1900,1000,1,0,1,0
652,51230,944,-10,8,2,0,2,0,0,0,0,0,5000,3000,1,0,1,0
653,55890,1204,-3,34,5,0,2,3,0,0,0,0,149000,80000,1,0,1,0
654,29900,665,-50,-31,1,1,0,0,0,0,0,0,900,900,1,0,1,0
655,8660,205,16,188,1,0,0,1,0,0,0,0,10000,10000,1,1,0,1
656,23290,592,-58,-37,1,1,0,0,0,0,0,0,500,500,0,1,1,1
657,21000,523,-61,-44,1,0,1,0,0,0,0,0,8000,8000,0,1,1,1
658,24570,434,-52,-53,2,1,1,0,0,0,0,0,3600,3000,0,1,1,0
659,56350,999,26,19,2,2,0,0,0,0,0,0,1000,800,0,1,1,0
660,31900,643,-28,-24,2,2,0,0,0,0,0,0,1100,700,0,0,1,0
